,Movie,Link,year
1799,Much Ado About Nothing,/wiki/Much_Ado_About_Nothing_(2012_film),2013
1800,The Purge,/wiki/The_Purge_(2013_film),2013
1801,Tiger Eyes,/wiki/Tiger_Eyes_(film),2013
1802,Violet & Daisy,/wiki/Violet_%26_Daisy,2013
1803,This Is the End,/wiki/This_Is_the_End,2013
1804,The Bling Ring,/wiki/The_Bling_Ring,2013
1805,Fukrey,/wiki/Fukrey,2013
1806,Hatchet III,/wiki/Hatchet_III,2013
1807,Man of Steel,/wiki/Man_of_Steel_(film),2013
1808,My Little Pony: Equestria Girls,/wiki/My_Little_Pony:_Equestria_Girls_(film),2013
1809,Monsters University,/wiki/Monsters_University,2013
1810,This Is Martin Bonner,/wiki/This_Is_Martin_Bonner,2013
1811,World War Z,/wiki/World_War_Z_(film),2013
1812,How to Make Money Selling Drugs,/wiki/How_to_Make_Money_Selling_Drugs,2013
1813,100 Bloody Acres,/wiki/100_Bloody_Acres,2013
1814,Copperhead,/wiki/Copperhead_(2013_film),2013
1815,The Heat,/wiki/The_Heat_(film),2013
1816,Redemption,/wiki/Hummingbird_(film),2013
1817,Some Girl(s),/wiki/Some_Girl(s)_(film),2013
1818,White House Down,/wiki/White_House_Down,2013
1819,Despicable Me 2,/wiki/Despicable_Me_2,2013
1820,Kevin Hart: Let Me Explain,/wiki/Kevin_Hart:_Let_Me_Explain,2013
1821,The Lone Ranger,/wiki/The_Lone_Ranger_(2013_film),2013
1822,Bad Words,/wiki/Bad_Words_(film),2013
1823,Hammer of the Gods,/wiki/Hammer_of_the_Gods_(2013_film),2013
1824,Lootera,/wiki/Lootera,2013
1825,Mortal Kombat 3D,/wiki/Mortal_Kombat_(1995_film),2013
1826,Stuck in Love,/wiki/Stuck_in_Love,2013
1827,The Way Way Back,/wiki/The_Way_Way_Back,2013
1828,Bhaag Milkha Bhaag,/wiki/Bhaag_Milkha_Bhaag,2013
1829,Dealin' with Idiots,/wiki/Dealin%27_with_Idiots,2013
1830,Fruitvale Station,/wiki/Fruitvale_Station,2013
1831,Grown Ups 2,/wiki/Grown_Ups_2,2013
1832,Killing Season,/wiki/Killing_Season_(film),2013
1833,Pacific Rim,/wiki/Pacific_Rim_(film),2013
1834,V/H/S/2,/wiki/V/H/S/2,2013
1835,Pokémon the Movie: Genesect and the Legend Awakened,/wiki/Pok%C3%A9mon_the_Movie:_Genesect_and_the_Legend_Awakened,2013
1836,Turbo,/wiki/Turbo_(film),2013
1837,The Conjuring,/wiki/The_Conjuring,2013
1838,D-Day,/wiki/D-Day_(2013_film),2013
1839,Girl Most Likely,/wiki/Girl_Most_Likely,2013
1840,R.I.P.D.,/wiki/R.I.P.D.,2013
1841,RED 2,/wiki/Red_2_(film),2013
1842,The World's End,/wiki/The_World%27s_End_(film),2013
1843,Blue Jasmine,/wiki/Blue_Jasmine,2013
1844,Romeo and Juliet,/wiki/Romeo_%26_Juliet_(2013_film),2013
1845,The To Do List,/wiki/The_To_Do_List,2013
1846,The Wolverine,/wiki/The_Wolverine_(film),2013
1847,The Smurfs 2,/wiki/The_Smurfs_2,2013
1848,2 Guns,/wiki/2_Guns,2013
1849,The Canyons,/wiki/The_Canyons_(film),2013
1850,Europa Report,/wiki/Europa_Report,2013
1851,The Spectacular Now,/wiki/The_Spectacular_Now,2013
1852,Percy Jackson: Sea of Monsters,/wiki/Percy_Jackson:_Sea_of_Monsters,2013
1853,We're the Millers,/wiki/We%27re_the_Millers,2013
1854,Attarintiki Daredi,/wiki/Attarintiki_Daredi,2013
1855,Chennai Express,/wiki/Chennai_Express,2013
1856,Elysium,/wiki/Elysium_(film),2013
1857,Planes,/wiki/Planes_(film),2013
1858,Thalaivaa,/wiki/Thalaivaa,2013
1859,Ain't Them Bodies Saints,/wiki/Ain%27t_Them_Bodies_Saints,2013
1860,The Butler,/wiki/The_Butler,2013
1861,Jobs,/wiki/Jobs_(film),2013
1862,Kick-Ass 2,/wiki/Kick-Ass_2_(film),2013
1863,Paranoia,/wiki/Paranoia_(2013_film),2013
1864,The Mortal Instruments: City of Bones,/wiki/The_Mortal_Instruments:_City_of_Bones,2013
1865,Drinking Buddies,/wiki/Drinking_Buddies,2013
1866,Scenic Route,/wiki/Scenic_Route_(film),2013
1867,Short Term 12,/wiki/Short_Term_12,2013
1868,You're Next,/wiki/You%27re_Next,2013
1869,Closed Circuit,/wiki/Closed_Circuit_(2013_film),2013
1870,One Direction: This Is Us,/wiki/One_Direction:_This_Is_Us,2013
1871,Getaway,/wiki/Getaway_(2013_film),2013
1872,The Lifeguard,/wiki/The_Lifeguard,2013
1873,The Zero Theorem,/wiki/The_Zero_Theorem,2013
1874,Hell Baby,/wiki/Hell_Baby,2013
1875,Riddick,/wiki/Riddick_(film),2013
1876,Shuddh Desi Romance,/wiki/Shuddh_Desi_Romance,2013
1877,Touchy Feely,/wiki/Touchy_Feely,2013
1878,August: Osage County,/wiki/August:_Osage_County_(film),2013
1879,The Family,/wiki/The_Family_(2013_film),2013
1880,Insidious: Chapter 2,/wiki/Insidious:_Chapter_2,2013
1881,Dick Figures: The Movie,/wiki/Dick_Figures:_The_Movie,2013
1882,Battle of the Year,/wiki/Battle_of_the_Year_(film),2013
1883,Enough Said,/wiki/Enough_Said,2013
1884,Prisoners,/wiki/Prisoners_(2013_film),2013
1885,Sunshine on Leith,/wiki/Sunshine_on_Leith_(film),2013
1886,The Wizard of Oz 3D,/wiki/The_Wizard_of_Oz_(1939_film),2013
1887,Baggage Claim,/wiki/Baggage_Claim_(film),2013
1888,Cloudy with a Chance of Meatballs 2,/wiki/Cloudy_with_a_Chance_of_Meatballs_2,2013
1889,Don Jon,/wiki/Don_Jon,2013
1890,Metallica Through the Never,/wiki/Metallica_Through_the_Never,2013
1891,Ramayya Vasthavayya,/wiki/Ramayya_Vasthavayya,2013
1892,Rush,/wiki/Rush_(2013_film),2013
1893,1,/wiki/1_(2013_film),2013
1894,Grace Unplugged,/wiki/Grace_Unplugged,2013
1895,Gravity,/wiki/Gravity_(2013_film),2013
1896,Runner Runner,/wiki/Runner_Runner,2013
1897,Captain Phillips,/wiki/Captain_Phillips_(film),2013
1898,The Devil's Rapture,,2013
1899,The Fifth Estate,/wiki/The_Fifth_Estate_(film),2013
1900,Machete Kills,/wiki/Machete_Kills,2013
1901,12 Years a Slave,/wiki/12_Years_a_Slave_(film),2013
1902,Escape Plan,/wiki/Escape_Plan_(film),2013
1903,Carrie,/wiki/Carrie_(2013_film),2013
1904,I'm in Love with a Church Girl,/wiki/I%27m_in_Love_with_a_Church_Girl,2013
1905,Bastards,/wiki/Bastards_(2013_film),2013
1906,Blue Is the Warmest Colour,/wiki/Blue_Is_the_Warmest_Colour,2013
1907,The Counselor,/wiki/The_Counselor,2013
1908,Jackass Presents: Bad Grandpa,/wiki/Jackass_Presents:_Bad_Grandpa,2013
1909,Spinning Plates,,2013
1910,About Time,/wiki/About_Time_(2013_film),2013
1911,Dallas Buyers Club,/wiki/Dallas_Buyers_Club,2013
1912,Ender's Game,/wiki/Ender%27s_Game_(film),2013
1913,Free Birds,/wiki/Free_Birds,2013
1914,Last Vegas,/wiki/Last_Vegas,2013
1915,The Book Thief,/wiki/The_Book_Thief_(film),2013
1916,Thor: The Dark World,/wiki/Thor:_The_Dark_World,2013
1917,The Best Man Holiday,/wiki/The_Best_Man_Holiday,2013
1918,The Christmas Candle,/wiki/The_Christmas_Candle,2013
1919,Contracted,/wiki/Contracted_(film),2013
1920,Delivery Man,/wiki/Delivery_Man_(film),2013
1921,The Hunger Games: Catching Fire,/wiki/The_Hunger_Games:_Catching_Fire,2013
1922,Nebraska,/wiki/Nebraska_(film),2013
1923,Philomena,/wiki/Philomena_(film),2013
1924,Black Nativity,/wiki/Black_Nativity_(film),2013
1925,Frozen,/wiki/Frozen_(2013_film),2013
1926,Grace of Monaco,/wiki/Grace_of_Monaco_(film),2013
1927,Homefront,/wiki/Homefront_(2013_film),2013
1928,Oldboy,/wiki/Oldboy_(2013_film),2013
1929,Mandela: Long Walk to Freedom,/wiki/Mandela:_Long_Walk_to_Freedom,2013
1930,Commitment,/wiki/Commitment_(2013_film),2013
1931,Crave,/wiki/Crave_(film),2013
1932,Inside Llewyn Davis,/wiki/Inside_Llewyn_Davis,2013
1933,The Last Days on Mars,/wiki/The_Last_Days_on_Mars,2013
1934,Out of the Furnace,/wiki/Out_of_the_Furnace,2013
1935,Swerve,/wiki/Swerve_(film),2013
1936,American Hustle,/wiki/American_Hustle,2013
1937,The Hobbit: The Desolation of Smaug,/wiki/The_Hobbit:_The_Desolation_of_Smaug,2013
1938,A Madea Christmas,/wiki/A_Madea_Christmas_(film),2013
1939,Saving Mr. Banks,/wiki/Saving_Mr._Banks,2013
1940,Anchorman 2: The Legend Continues,/wiki/Anchorman_2:_The_Legend_Continues,2013
1941,Her,/wiki/Her_(film),2013
1942,The Harry Hill Movie,/wiki/The_Harry_Hill_Movie,2013
1943,Walking with Dinosaurs,/wiki/Walking_with_Dinosaurs_(film),2013
1944,47 Ronin,/wiki/47_Ronin_(2013_film),2013
1945,Grudge Match,/wiki/Grudge_Match,2013
1946,Lone Survivor,/wiki/Lone_Survivor,2013
1947,The Secret Life of Walter Mitty,/wiki/The_Secret_Life_of_Walter_Mitty_(2013_film),2013
1948,The Wolf of Wall Street,/wiki/The_Wolf_of_Wall_Street_(2013_film),2013
1949,The Squad,/wiki/The_Squad_(2011_film),2013
1950,El páramo,,2013
1951,Twice Born,/wiki/Twice_Born,2013
1952,Volver a nacer,,2013
1953,The Dead Man and Being Happy [es],/w/index.php?title=The_Dead_Man_and_Being_Happy&action=edit&redlink=1,2013
1954,El muerto y ser feliz,,2013
1955,Picasso's Gang [es],/w/index.php?title=Picasso%27s_Gang&action=edit&redlink=1,2013
1956,La banda Picasso,,2013
1957,Mama,/wiki/Mama_(2013_film),2013
1958,Mamá,,2013
1959,Muertos de amor,,2013
1960,Blackie & Kanuto,/wiki/Blackie_%26_Kanuto,2013
1961,Here and There,/wiki/Aqu%C3%AD_y_all%C3%A1,2013
1962,Aquí y allá,,2013
1963,Blind Alley [es],/w/index.php?title=Blind_Alley_(2013_film)&action=edit&redlink=1,2013
1964,El callejón,,2013
1965,I'm So Excited!,/wiki/I%27m_So_Excited_(film),2013
1966,Los amantes pasajeros,,2013
1967,Cold Call,/wiki/Cold_Call_(film),2013
1968,A puerta fría,,2013
1969,The Last Days,/wiki/The_Last_Days_(2013_film),2013
1970,Los últimos días,,2013
1971,Thesis on a Homicide,/wiki/Tesis_sobre_un_homicidio,2013
1972,Tesis sobre un homicidio,,2013
1973,The Wishful Thinkers,/wiki/The_Wishful_Thinkers,2013
1974,Los ilusos,,2013
1975,Scorpion in Love,/wiki/Scorpion_in_Love,2013
1976,Alacrán enamorado,,2013
1977,Yesterday Never Ends [es],/w/index.php?title=Yesterday_Never_Ends&action=edit&redlink=1,2013
1978,Ayer no termina nunca,,2013
1979,Apartment 143,/wiki/Apartment_143,2013
1980,Emergo,,2013
1981,7 Boxes,/wiki/7_Boxes,2013
1982,7 cajas,,2013
1983,The Mule [es],/w/index.php?title=The_Mule_(2013_film)&action=edit&redlink=1,2013
1984,La mula,,2013
1985,Ali,,2013
1986,Chaika,,2013
1987,La Estrella,/wiki/La_Estrella_(film),2013
1988,Son of Cain,/wiki/Son_of_Cain,2013
1989,Hijo de Caín,,2013
1990,15 Years and One Day,/wiki/15_Years_and_One_Day,2013
1991,15 años y un día,,2013
1992,Clara no es nombre de mujer [es],/w/index.php?title=Clara_no_es_nombre_de_mujer&action=edit&redlink=1,2013
1993,Menú degustación,,2013
1994,We Are Honest People [gl],/w/index.php?title=We_Are_Honest_People&action=edit&redlink=1,2013
1995,Somos gente honrada,,2013
1996,Un dios prohibido [es],/w/index.php?title=Un_dios_prohibido&action=edit&redlink=1,2013
1997,Painless,/wiki/Painless_(film),2013
1998,Insensibles,,2013
1999,La lapidation de saint Étienne [fr],/w/index.php?title=La_lapidation_de_saint_%C3%89tienne&action=edit&redlink=1,2013
2000,Encierro [ca],/w/index.php?title=Encierro_(film)&action=edit&redlink=1,2013
2001,Sola contigo [es],/w/index.php?title=Sola_contigo&action=edit&redlink=1,2013
2002,Tres 60 [es],/w/index.php?title=Tres_60&action=edit&redlink=1,2013
2003,La plaga [ca],/w/index.php?title=La_plaga&action=edit&redlink=1,2013
2004,Barcelona Summer Night [ca],/w/index.php?title=Barcelona_Summer_Night&action=edit&redlink=1,2013
2005,"Barcelona, nit d'estiu",,2013
2006,Family United,/wiki/Family_United,2013
2007,La gran familia española,,2013
2008,Afterparty [es],/w/index.php?title=Afterparty_(film)&action=edit&redlink=1,2013
2009,Justin and the Knights of Valour,/wiki/Justin_and_the_Knights_of_Valour,2013
2010,Justin y la espada del valor,,2013
2011,Witching & Bitching,/wiki/Witching_%26_Bitching,2013
2012,Las brujas de Zugarramurdi,,2013
2013,Wounded,/wiki/Wounded_(2013_film),2013
2014,La herida,,2013
2015,Zip & Zap and the Marble Gang,/wiki/Zip_%26_Zap_and_the_Marble_Gang,2013
2016,Zipi y Zape y el club de la canica,,2013
2017,Gloria,/wiki/Gloria_(2013_film),2013
2018,Cannibal,/wiki/Cannibal_(2013_film),2013
2019,Caníbal,,2013
2020,All the Women,/wiki/All_the_Women,2013
2021,Todas las mujeres,,2013
2022,Grand Piano,/wiki/Grand_Piano_(film),2013
2023,We All Want What's Best for Her,/wiki/We_All_Want_What%27s_Best_for_Her,2013
2024,Tots volem el millor per a ella,,2013
2025,Living Is Easy with Eyes Closed,/wiki/Living_Is_Easy_with_Eyes_Closed,2013
2026,Vivir es fácil con los ojos cerrados,,2013
2027,Stockholm,/wiki/Stockholm_(2013_film),2013
2028,7th Floor,/wiki/7th_Floor,2013
2029,Séptimo,,2013
2030,Who Killed Bambi?,/wiki/Who_Killed_Bambi%3F_(2013_film),2013
2031,¿Quién mató a Bambi?,,2013
2032,The Returned,/wiki/The_Returned_(2013_film),2013
2033,Retornados,,2013
2034,Viral,,2013
2035,Three Many Weddings,/wiki/Three_Many_Weddings,2013
2036,3 bodas de más,,2013
2037,Gente en sitios [es],/w/index.php?title=Gente_en_sitios&action=edit&redlink=1,2013
2038,Ismael,/wiki/Ismael_(film),2013
2039,100% cachemire,/wiki/100%25_cachemire,2013
2040,Angélique,/wiki/Ang%C3%A9lique_(film),2013
2041,"Artémis, cœur d'artichaut","/wiki/Art%C3%A9mis,_c%C5%93ur_d%27artichaut",2013
2042,Back in Crime,/wiki/Back_in_Crime,2013
2043,Bambi,/wiki/Bambi_(2013_film),2013
2044,Bastards,/wiki/Bastards_(2013_film),2013
2045,Blue Is the Warmest Colour (La Vie d'Adèle),/wiki/Blue_Is_the_Warmest_Colour,2013
2046,BoOzy' OS and the Cristal Gem,/wiki/BoOzy%27_OS_and_the_Cristal_Gem,2013
2047,Bright Days Ahead,/wiki/Bright_Days_Ahead,2013
2048,Camille Claudel 1915,/wiki/Camille_Claudel_1915,2013
2049,The Conquerors,/wiki/The_Conquerors_(2013_film),2013
2050,Les conquérants,,2013
2051,Grand Central,/wiki/Grand_Central_(film),2013
2052,It Boy,/wiki/It_Boy_(film),2013
2053,Jappeloup,/wiki/Jappeloup,2013
2054,Michael Kohlhaas,/wiki/Michael_Kohlhaas_(film),2013
2055,Möbius,/wiki/M%C3%B6bius_(film),2013
2056,Mood Indigo,/wiki/Mood_Indigo_(film),2013
2057,Rock the Casbah,/wiki/Rock_the_Casbah_(2013_film),2013
2058,The Nun (La religieuse),/wiki/The_Nun_(2013_film),2013
2059,On My Way (Elle s'en va),/wiki/On_My_Way_(film),2013
2060,The Past (Le Passé),/wiki/The_Past_(2013_film),2013
2061,Stranger by the Lake,/wiki/Stranger_by_the_Lake,2013
2062,The Tied (Une histoire d'amour),,2013
2063,Tip Top,/wiki/Tip_Top_(film),2013
2064,Venus in Fur (La Vénus à la fourrure),/wiki/Venus_in_Fur_(film),2013
2065,Young & Beautiful (Jeune & Jolie),/wiki/Young_%26_Beautiful,2013
2066,Chinese Puzzle (Casse-tête chinois),/wiki/Chinese_Puzzle,2013
2067,Paranormal Activity: The Marked Ones,/wiki/Paranormal_Activity:_The_Marked_Ones,2014
2068,Open Grave,/wiki/Open_Grave,2014
2069,Cold Comes the Night,/wiki/Cold_Comes_the_Night,2014
2070,Dumbbells,/wiki/Dumbbells_(film),2014
2071,The Legend of Hercules,/wiki/The_Legend_of_Hercules,2014
2072,Raze,/wiki/Raze_(film),2014
2073,Back in the Day,/wiki/Back_in_the_Day_(2014_film),2014
2074,Devil's Due,/wiki/Devil%27s_Due_(film),2014
2075,Jack Ryan: Shadow Recruit,/wiki/Jack_Ryan:_Shadow_Recruit,2014
2076,Jamesy Boy,/wiki/Jamesy_Boy,2014
2077,The Nut Job,/wiki/The_Nut_Job,2014
2078,Ride Along,/wiki/Ride_Along_(film),2014
2079,Black Water Vampire,/wiki/Black_Water_Vampire,2014
2080,"I, Frankenstein","/wiki/I,_Frankenstein",2014
2081,Mega Shark Versus Mecha Shark,/wiki/Mega_Shark_Versus_Mecha_Shark,2014
2082,Labor Day,/wiki/Labor_Day_(film),2014
2083,That Awkward Moment,/wiki/That_Awkward_Moment,2014
2084,Somewhere Slow,/wiki/Somewhere_Slow,2014
2085,Android Cop,/wiki/Android_Cop,2014
2086,The Outsider,/wiki/The_Outsider_(2014_film),2014
2087,Scorned,/wiki/Scorned_(2014_film),2014
2088,After the Dark,/wiki/After_the_Dark,2014
2089,Nurse 3D,/wiki/Nurse_3D,2014
2090,The Lego Movie,/wiki/The_Lego_Movie,2014
2091,The Monuments Men,/wiki/The_Monuments_Men,2014
2092,The Pretty One,/wiki/The_Pretty_One,2014
2093,Vampire Academy,/wiki/Vampire_Academy_(film),2014
2094,RoboCop,/wiki/RoboCop_(2014_film),2014
2095,About Last Night,/wiki/About_Last_Night_(2014_film),2014
2096,Adult World,/wiki/Adult_World,2014
2097,Camp Takota,/wiki/Camp_Takota,2014
2098,Date and Switch,/wiki/Date_and_Switch,2014
2099,Endless Love,/wiki/Endless_Love_(2014_American_film),2014
2100,Someone Marry Barry,/wiki/Someone_Marry_Barry,2014
2101,Winter's Tale,/wiki/Winter%27s_Tale_(film),2014
2102,Apocalypse Pompeii,/wiki/Apocalypse_Pompeii,2014
2103,3 Days to Kill,/wiki/3_Days_to_Kill,2014
2104,Angels in Stardust,/wiki/Angels_in_Stardust,2014
2105,Barefoot,/wiki/Barefoot_(2014_film),2014
2106,Holy Ghost People,/wiki/Holy_Ghost_People_(2013_film),2014
2107,Pompeii,/wiki/Pompeii_(film),2014
2108,The Bag Man,/wiki/The_Bag_Man,2014
2109,Non-Stop,/wiki/Non-Stop_(film),2014
2110,Repentance,/wiki/Repentance_(2014_film),2014
2111,Son of God,/wiki/Son_of_God_(film),2014
2112,300: Rise of an Empire,/wiki/300:_Rise_of_an_Empire,2014
2113,Mr. Peabody & Sherman,/wiki/Mr._Peabody_%26_Sherman,2014
2114,Better Living Through Chemistry,/wiki/Better_Living_Through_Chemistry_(film),2014
2115,Need for Speed,/wiki/Need_for_Speed_(film),2014
2116,The Single Moms Club,/wiki/The_Single_Moms_Club,2014
2117,Veronica Mars,/wiki/Veronica_Mars_(film),2014
2118,Cheap Thrills,/wiki/Cheap_Thrills_(film),2014
2119,Divergent,/wiki/Divergent_(film),2014
2120,God's Not Dead,/wiki/God%27s_Not_Dead_(film),2014
2121,Muppets Most Wanted,/wiki/Muppets_Most_Wanted,2014
2122,50 to 1,/wiki/50_to_1,2014
2123,Noah,/wiki/Noah_(2014_film),2014
2124,Sabotage,/wiki/Sabotage_(2014_film),2014
2125,15 to Life: Kenneth's Story,/wiki/15_to_Life:_Kenneth%27s_Story,2014
2126,The Ladies of the House,/wiki/The_Ladies_of_the_House,2014
2127,Alien Abduction,/wiki/Alien_Abduction_(2014_film),2014
2128,Captain America: The Winter Soldier,/wiki/Captain_America:_The_Winter_Soldier,2014
2129,In the Blood,/wiki/In_the_Blood_(2014_film),2014
2130,Jinn,/wiki/Jinn_(2014_film),2014
2131,Draft Day,/wiki/Draft_Day,2014
2132,Oculus,/wiki/Oculus_(film),2014
2133,Rio 2,/wiki/Rio_2,2014
2134,Asian School Girls,/wiki/Asian_School_Girls,2014
2135,Heaven Is for Real,/wiki/Heaven_Is_for_Real_(film),2014
2136,Authors Anonymous,/wiki/Authors_Anonymous,2014
2137,A Haunted House 2,/wiki/A_Haunted_House_2,2014
2138,Kid Cannabis,/wiki/Kid_Cannabis,2014
2139,Transcendence,/wiki/Transcendence_(2014_film),2014
2140,13 Sins,/wiki/13_Sins,2014
2141,Brick Mansions,/wiki/Brick_Mansions,2014
2142,The Other Woman,/wiki/The_Other_Woman_(2014_film),2014
2143,Walking with the Enemy,/wiki/Walking_with_the_Enemy,2014
2144,The Amazing Spider-Man 2,/wiki/The_Amazing_Spider-Man_2,2014
2145,Bad Johnson,/wiki/Bad_Johnson,2014
2146,Decoding Annie Parker,/wiki/Decoding_Annie_Parker,2014
2147,Walk of Shame,/wiki/Walk_of_Shame_(film),2014
2148,Devil's Knot,/wiki/Devil%27s_Knot_(film),2014
2149,God's Pocket,/wiki/God%27s_Pocket_(film),2014
2150,Moms' Night Out,/wiki/Moms%27_Night_Out,2014
2151,Neighbors,/wiki/Neighbors_(2014_film),2014
2152,Stage Fright,/wiki/Stage_Fright_(2014_film),2014
2153,Godzilla,/wiki/Godzilla_(2014_film),2014
2154,Million Dollar Arm,/wiki/Million_Dollar_Arm,2014
2155,The Angriest Man in Brooklyn,/wiki/The_Angriest_Man_in_Brooklyn,2014
2156,Blended,/wiki/Blended_(film),2014
2157,Cold in July,/wiki/Cold_in_July_(film),2014
2158,X-Men: Days of Future Past,/wiki/X-Men:_Days_of_Future_Past,2014
2159,Maleficent,/wiki/Maleficent_(film),2014
2160,A Million Ways to Die in the West,/wiki/A_Million_Ways_to_Die_in_the_West,2014
2161,Edge of Tomorrow,/wiki/Edge_of_Tomorrow,2014
2162,The Fault in Our Stars,/wiki/The_Fault_in_Our_Stars_(film),2014
2163,Ping Pong Summer,/wiki/Ping_Pong_Summer,2014
2164,22 Jump Street,/wiki/22_Jump_Street,2014
2165,Hellion,/wiki/Hellion_(film),2014
2166,How to Train Your Dragon 2,/wiki/How_to_Train_Your_Dragon_2,2014
2167,Lullaby,/wiki/Lullaby_(2014_film),2014
2168,Murder 101,/wiki/Murder_101_(2014_film),2014
2169,Obvious Child,/wiki/Obvious_Child,2014
2170,The Signal,/wiki/The_Signal_(2014_film),2014
2171,Jersey Boys,/wiki/Jersey_Boys_(film),2014
2172,Think Like a Man Too,/wiki/Think_Like_a_Man_Too,2014
2173,Rebound,,2014
2174,America: Imagine the World Without Her,/wiki/America:_Imagine_the_World_Without_Her,2014
2175,They Came Together,/wiki/They_Came_Together,2014
2176,Transformers: Age of Extinction,/wiki/Transformers:_Age_of_Extinction,2014
2177,Deliver Us from Evil,/wiki/Deliver_Us_from_Evil_(2014_film),2014
2178,Earth to Echo,/wiki/Earth_to_Echo,2014
2179,School Dance,/wiki/School_Dance_(film),2014
2180,Tammy,/wiki/Tammy_(film),2014
2181,Boyhood,/wiki/Boyhood_(2014_film),2014
2182,Dawn of the Planet of the Apes,/wiki/Dawn_of_the_Planet_of_the_Apes,2014
2183,Rage,/wiki/Rage_(2014_film),2014
2184,Road to Paloma,/wiki/Road_to_Paloma,2014
2185,Snowpiercer,/wiki/Snowpiercer,2014
2186,I Origins,/wiki/I_Origins,2014
2187,Persecuted,/wiki/Persecuted_(film),2014
2188,Planes: Fire & Rescue,/wiki/Planes:_Fire_%26_Rescue,2014
2189,The Purge: Anarchy,/wiki/The_Purge:_Anarchy,2014
2190,Sex Tape,/wiki/Sex_Tape_(film),2014
2191,Tiger Orange,/wiki/Tiger_Orange,2014
2192,Wish I Was Here,/wiki/Wish_I_Was_Here,2014
2193,And So It Goes,/wiki/And_So_It_Goes_(film),2014
2194,Happy Christmas,/wiki/Happy_Christmas_(film),2014
2195,Hercules,/wiki/Hercules_(2014_film),2014
2196,Lucy,/wiki/Lucy_(2014_film),2014
2197,Magic in the Moonlight,/wiki/Magic_in_the_Moonlight,2014
2198,A Most Wanted Man,/wiki/A_Most_Wanted_Man_(film),2014
2199,My Man Is a Loser,/wiki/My_Man_Is_a_Loser,2014
2200,Get on Up,/wiki/Get_on_Up_(film),2014
2201,Guardians of the Galaxy,/wiki/Guardians_of_the_Galaxy_(film),2014
2202,Mercenaries,/wiki/Mercenaries_(2014_film),2014
2203,4 Minute Mile,/wiki/4_Minute_Mile,2014
2204,The Hundred-Foot Journey,/wiki/The_Hundred-Foot_Journey_(film),2014
2205,Into the Storm,/wiki/Into_the_Storm_(2014_film),2014
2206,Step Up: All In,/wiki/Step_Up:_All_In,2014
2207,Teenage Mutant Ninja Turtles,/wiki/Teenage_Mutant_Ninja_Turtles_(2014_film),2014
2208,Let's Be Cops,/wiki/Let%27s_Be_Cops,2014
2209,The Expendables 3,/wiki/The_Expendables_3,2014
2210,The Giver,/wiki/The_Giver_(film),2014
2211,Life After Beth,/wiki/Life_After_Beth,2014
2212,The One I Love,/wiki/The_One_I_Love_(film),2014
2213,If I Stay,/wiki/If_I_Stay_(film),2014
2214,Leprechaun: Origins,/wiki/Leprechaun:_Origins,2014
2215,Love Is Strange,/wiki/Love_Is_Strange_(film),2014
2216,The Prince,/wiki/The_Prince_(2014_film),2014
2217,Sin City: A Dame to Kill For,/wiki/Sin_City:_A_Dame_to_Kill_For,2014
2218,When the Game Stands Tall,/wiki/When_the_Game_Stands_Tall,2014
2219,"As Above, So Below","/wiki/As_Above,_So_Below_(film)",2014
2220,Cake,/wiki/Cake_(2014_film),2014
2221,Atlas Shrugged: Part III,/wiki/Atlas_Shrugged:_Part_III,2014
2222,Dolphin Tale 2,/wiki/Dolphin_Tale_2,2014
2223,Honeymoon,/wiki/Honeymoon_(2014_film),2014
2224,No Good Deed,/wiki/No_Good_Deed_(2014_film),2014
2225,The Guest,/wiki/The_Guest_(2014_American_film),2014
2226,A Walk Among the Tombstones,/wiki/A_Walk_Among_the_Tombstones_(film),2014
2227,The Maze Runner,/wiki/The_Maze_Runner_(film),2014
2228,The Scribbler,/wiki/The_Scribbler_(film),2014
2229,The Skeleton Twins,/wiki/The_Skeleton_Twins,2014
2230,This Is Where I Leave You,/wiki/This_Is_Where_I_Leave_You,2014
2231,Tusk,/wiki/Tusk_(2014_film),2014
2232,The Boxtrolls,/wiki/The_Boxtrolls,2014
2233,The Equalizer,/wiki/The_Equalizer_(film),2014
2234,The Song,/wiki/The_Song_(2014_film),2014
2235,The Two Faces of January,/wiki/The_Two_Faces_of_January_(film),2014
2236,Annabelle,/wiki/Annabelle_(film),2014
2237,Gone Girl,/wiki/Gone_Girl_(film),2014
2238,The Good Lie,/wiki/The_Good_Lie,2014
2239,Left Behind,/wiki/Left_Behind_(2014_film),2014
2240,"Men, Women & Children","/wiki/Men,_Women_%26_Children_(film)",2014
2241,Last Shift,/wiki/Last_Shift,2014
2242,Addicted,/wiki/Addicted_(2014_film),2014
2243,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","/wiki/Alexander_and_the_Terrible,_Horrible,_No_Good,_Very_Bad_Day_(film)",2014
2244,Dracula Untold,/wiki/Dracula_Untold,2014
2245,The Judge,/wiki/The_Judge_(2014_film),2014
2246,Whiplash,/wiki/Whiplash_(2014_film),2014
2247,You're Not You,/wiki/You%27re_Not_You,2014
2248,Birdman or (The Unexpected Virtue of Ignorance),/wiki/Birdman_(film),2014
2249,The Book of Life,/wiki/The_Book_of_Life_(2014_film),2014
2250,Camp X-Ray,/wiki/Camp_X-Ray_(film),2014
2251,The Czar of Black Hollywood,/wiki/The_Czar_of_Black_Hollywood,2014
